1,6,2019,0,23,0,17,0,45,0,35,0,0,0,13,0,18
2,6,2019,0,23,0,17,0,45,0,35,0,0,0,13,0,18
3,6,2019,0,23,0,17,0,45,0,35,0,0,0,13,0,18
4,6,2019,0,23,0,17,0,45,0,35,0,0,0,13,0,18
5,6,2019,0,23,0,17,0,45,0,35,0,0,0,13,0,18
6,6,2019,0,23,0,17,0,84,0,35,0,0,0,13,0,18
7,6,2019,0,23,0,17,0,84,0,35,0,0,0,13,0,18
8,6,2019,0,23,0,17,0,84,0,35,0,0,0,13,0,18
9,6,2019,0,23,0,17,0,84,0,35,0,0,0,13,0,18
10,6,2019,0,23,0,17,0,84,0,35,0,0,0,13,0,18
11,6,2019,0,23,0,0,0,45,0,35,0,0,0,13,0,18
12,6,2019,0,23,0,0,0,45,0,35,0,0,0,13,0,18
13,6,2019,0,78,0,17,0,45,0,56,0,0,0,13,0,18
14,6,2019,0,78,0,17,0,45,0,56,0,0,0,13,0,18
15,6,2019,0,78,0,17,0,45,0,56,0,0,0,0,0,18
16,6,2019,0,78,0,17,0,84,0,56,0,0,0,0,0,18
17,6,2019,0,78,0,17,0,84,0,56,0,0,0,13,0,18
18,6,2019,0,78,0,17,0,84,0,56,0,0,0,13,0,18
19,6,2019,0,78,0,17,0,84,0,56,0,0,0,13,0,18
20,6,2019,0,78,0,17,0,84,0,56,0,0,0,13,0,93
21,6,2019,0,78,0,17,0,45,0,56,0,0,0,13,0,93
22,6,2019,0,78,0,17,0,45,0,56,0,0,0,13,0,93
23,6,2019,0,0,0,0,0,45,0,56,0,0,0,13,0,93
24,6,2019,0,0,0,0,0,45,0,56,0,0,0,13,0,93
25,6,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,93
26,6,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,93
27,6,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,93
28,6,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,93
29,6,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,93
30,6,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,93
1,7,2019,0,0,0,17,0,45,0,79,0,0,0,0,0,93
2,7,2019,0,0,0,17,0,45,0,79,0,0,0,0,0,93
3,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,93
4,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,93
5,7,2019,0,0,0,0,0,45,0,79,0,0,0,13,0,93
6,7,2019,0,0,0,0,0,84,0,79,0,0,0,13,0,0
7,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
8,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
9,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
10,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
11,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
12,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
13,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
14,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
15,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
16,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
17,7,2019,0,0,0,0,0,84,0,79,0,0,0,0,0,0
18,7,2019,0,0,0,0,0,84,0,79,0,0,0,0,0,0
19,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
20,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
21,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
22,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
23,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
24,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
25,7,2019,0,0,0,17,0,45,0,79,0,0,0,13,0,0
26,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
27,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
28,7,2019,0,0,0,17,0,84,0,79,0,0,0,13,0,0
29,7,2019,0,0,0,0,0,84,0,79,0,0,0,13,0,0
30,7,2019,0,0,0,0,0,84,0,79,0,0,0,13,0,0
